identifier,formula,Species,spacegroup_number,spacegroup_symbol,volume_per_atom,bravais_lattice,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,avg_nn_dist,sum_atn_nn,avg_en_formula,electronegativity,ionization_energy,electron_affinity,oxidation_states
mp-1017,Zr3O,Zr,182,P6_322,17.94858062764473,hexagonal,5.6499886600002664,5.649984058230406,5.19391355000039,90.00004560836186,89.99997208140533,120.00001136598188,2.616,576,1.8575,1.33,6.634126,0.433289,"(4,)"
mp-1017466,SrMnO3,Mn,47,Pmmm,11.582469148055758,orthorhombic,3.9030910016987814,8.625713699270745,7.685468003668026,63.5439485067142,89.99659717929033,89.99864260330551,1.92575,128,2.564,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1021512,LuO3,Lu,204,Im-3,12.938937801995122,cubic,6.454760998433017,6.454760998433017,6.454760998433017,109.47122063449068,109.47122063449068,109.47122063449068,2.232,128,2.8975,1.27,5.425871,0.23887,"(3,)"
mp-10390,Ta2O5,Ta,15,C2/c,12.00892097923963,monoclinic,4.867753264291445,5.537789153209835,6.8681238710957855,102.8936358029259,110.75501429749224,89.99999771632652,1.935,128,2.8857142857142857,1.5,7.549571,0.32885923,"(5,)"
mp-1065190,AgO,Ag,15,C2/c,14.407143632799936,monoclinic,3.227700170233032,3.227700170233032,5.555434169092397,87.16410591837989,87.16410591837989,86.38679503484887,2.4058,126,2.685,1.93,7.576234,1.304473,"(1,)"
mp-1066856,AgO,Ag,15,C2/c,15.11543311971984,monoclinic,3.2988765459381773,3.2988765459381773,5.645652514213746,86.68111886816187,86.68111886816187,80.73061485686883,2.4392,126,2.685,1.93,7.576234,1.304473,"(1,)"
mp-1070440,VPbO3,V,221,Pm-3m,12.16354157168672,cubic,3.932572,3.932572,3.932572,90.0,90.0,90.0,2.326,106,2.8560000000000003,1.63,6.746187,0.527662,"(5,)"
mp-1071505,Sr2FeO3,Fe,71,Immm,14.964135204831772,orthorhombic,5.292162649694506,13.365445214272444,5.292162543231483,79.67474282419049,84.52266892110221,100.32525950031754,1.985,128,2.341666666666667,1.83,7.9024681,0.15323635,"(2, 3)"
mp-10734,Ti4O5,Ti,87,I4/m,10.081964059466086,tetragonal,4.150570958279578,5.115496203932041,5.115496350704971,80.52709570883806,66.06587874529853,66.06587168735533,2.069,128,2.5955555555555554,1.54,6.82812,0.075545,"(4,)"
mp-1077866,BaZnBO3F,Zn,174,P-6,14.192690934484393,hexagonal,5.127238554906724,5.127238554906724,4.363803,90.0,90.0,120.00000716025446,2.029,33,2.697142857142857,1.65,9.394197,-0.62,"(2,)"
mp-1078227,BaCoSO,Co,63,Cmcm,20.12699981426552,orthorhombic,4.03542,6.179544,6.76481134346768,90.0,107.35345622024658,90.0,2.416,176,2.1975,1.88,7.88101,0.66225547,"(2, 3)"
mp-1078295,NaNbO3,Nb,148,R-3,12.943938864437822,rhombohedral,5.380428942757725,5.380428730317386,6.025465473622082,63.48231099930692,63.48231062546863,59.99998666405426,1.97225,64,2.5700000000000003,1.6,6.75885,0.917407,"(5,)"
mp-1078868,Sr2MgReO6,Re,87,I4/m,12.69381478606982,tetragonal,5.651628412351434,5.651628412351434,5.651628412351434,120.3624049397771,120.3624049397771,89.37343405932396,1.936,32,2.575,1.9,7.83352,0.06039664,"(4,)"
mp-1078906,CoTe(PbO3)2,Co,1,P1,13.352290845859065,triclinic,8.117216072469366,9.827880268305774,8.113175701349133,66.6297719033738,89.26050404515266,113.3799500546673,2.1384999999999996,128,2.928,1.88,7.88101,0.66225547,"(2, 3)"
mp-1079194,K2PtO6,Pt,148,R-3,17.48758705681988,rhombohedral,5.69012566231933,5.69012566231933,5.69012615041266,70.03307117226908,70.03307117226908,70.03306987042272,1.903,32,2.728888888888889,2.28,8.95883,2.125105,"(2, 4)"
mp-1079292,CuPb2(ClO2)2,Cu,99,P4mm,20.10138373178866,tetragonal,5.598399,5.598399,5.772191999999999,90.0,90.0,90.0,1.838,32,2.96,1.9,7.72638,1.235784,"(2,)"
mp-1079630,Ba2TaInO6,Ta,225,Fm-3m,14.817176644031983,cubic,5.939640393424504,5.939640393424504,5.939640393424504,59.99999999999999,59.99999999999999,59.99999999999999,2.009,32,2.5700000000000003,1.5,7.549571,0.32885923,"(5,)"
mp-1079680,CaFeO2,Fe,113,P-42_1m,13.35969686064753,tetragonal,5.564270000118705,5.564252000117266,6.904013000005359,90.00007238553678,90.00010957753997,90.00074139152898,2.038,128,2.4275,1.83,7.9024681,0.15323635,"(2, 3)"
mp-1080031,Co(ClO3)2,Co,12,C2/m,16.313649180654963,monoclinic,6.064016339783064,6.064016339783064,6.756072644793571,56.73502564482755,56.73502564482755,47.592993016420834,1.94,32,3.2044444444444444,1.88,7.88101,0.66225547,"(2, 3)"
mp-1080625,Sr2LiReO6,Re,87,I4/m,12.717159722661064,tetragonal,5.6585466845771455,5.6585466845771455,5.6585466845771455,120.47968844509222,120.47968844509222,89.17114403643397,1.901,32,2.5420000000000003,1.9,7.83352,0.06039664,"(4,)"
mp-1080749,CsFeO2,Fe,227,Fd-3m,19.885420897961712,cubic,6.08200295828514,6.082001438005567,6.082002951214075,89.99999999999815,60.00001657592001,120.00001649900436,1.862,64,2.375,1.83,7.9024681,0.15323635,"(2, 3)"
mp-1086672,MnO3,Mn,74,Imma,11.633233789648504,orthorhombic,4.973215822461157,4.973215822461157,4.973215822461157,116.78633770387157,110.22421314729564,101.74992891941444,1.98,64,2.9675,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1095283,PAuO4,Au,15,C2/c,14.079236149200078,monoclinic,4.80145954460998,4.80145954460998,7.759636110478197,84.07456712024494,84.07456712024494,72.22115871743166,1.989,64,3.081666666666667,2.54,9.225554,2.30861025,"(3,)"
mp-1095378,AsAuO4,Au,15,C2/c,15.320193484146143,monoclinic,4.974725180648951,4.974725180648951,7.853444167398095,85.1015333748562,85.1015333748562,72.0302553694471,1.992,64,3.08,2.54,9.225554,2.30861025,"(3,)"
mp-1096866,CdO2,Cd,164,P-3m1,14.470149484963414,hexagonal,3.4762295761692728,3.4762295761692728,4.148076,90.0,90.0,119.99999193366976,2.248,16,2.856666666666667,1.69,8.99382,-0.72,"(2,)"
mp-1103006,Ni(N3O2)2,Ni,12,C2/m,14.22710955391222,monoclinic,6.266902363506871,6.266902363506871,4.116062810187911,80.22799516590767,80.22799516590767,92.78551454019482,2.045,30,3.082727272727273,1.91,7.639878,1.1571612,"(2,)"
mp-1103838,Pd2PbO4,Pd,88,I4_1/a,12.271115885397425,tetragonal,6.515831001050627,6.515831001050627,6.515831001050627,126.77696059232404,126.77696059232404,78.61485790932574,2.003,128,2.9271428571428575,2.2,8.336839,0.5621412,"(2, 4)"
mp-1103905,NaCu2(SO5)2,Cu,12,C2/m,12.68287010294494,monoclinic,5.404062860416226,5.404062860416226,8.236974967034742,64.28648504561124,64.28648504561124,68.20821082532034,1.862,64,2.9526666666666666,1.9,7.72638,1.235784,"(2,)"
mp-1104131,NbPO5,Nb,85,P4/n,12.844646465277402,tetragonal,6.491658,6.491658,4.26716,90.0,90.0,90.0,1.9565,64,2.998571428571428,1.6,6.75885,0.917407,"(5,)"
mp-1104149,KPtNCl3O,Pt,36,Cmc2_1,25.694069571772513,orthorhombic,10.09847577731516,10.09847577731516,8.306773,90.0,90.0,154.87236685119657,2.214,116,2.7228571428571433,2.28,8.95883,2.125105,"(2, 4)"
mp-1104384,Cs2Mo(SO)2,Mo,15,C2/c,30.71712781869019,monoclinic,7.223042082083767,7.223042082083767,10.39570570451689,65.29531200359634,65.29531200359634,66.18618629872095,2.011,96,2.2542857142857144,2.16,7.09243,0.747238,"(4, 6)"
mp-1105117,Ni3Sb4(OF)6,Ni,217,I-43m,14.530843236812162,cubic,8.20397500000707,8.203995000006644,8.203982000001524,89.99995809667485,90.00005587118817,89.99986032208658,2.043,204,3.0763157894736843,1.91,7.639878,1.1571612,"(2,)"
mp-1105271,MnBiO3,Mn,62,Pnma,12.46698914338639,orthorhombic,5.737314000000348,5.602912000000357,7.75656,90.0,90.0,89.99995957482422,1.9980625,128,2.778,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1105280,LiTaO3,Ta,62,Pnma,10.736543360913796,orthorhombic,4.749778,5.117239,8.834571,90.0,90.0,90.0,1.9852499999999995,128,2.56,1.5,7.549571,0.32885923,"(5,)"
mp-1105628,NaMn(GeO3)2,Mn,15,C2/c,12.188253969434673,monoclinic,5.688383108841035,6.690500219600475,6.690504373434786,83.00778800482794,78.59493966823527,78.59493244051427,1.9845,64,2.714,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1105952,NaFeSO4F,Fe,15,C2/c,12.539319558448604,monoclinic,6.775961997732425,8.790532000002276,7.351533185796688,89.99997133504476,113.6022681288914,89.99992713418304,2.097625,136,2.885,1.83,7.9024681,0.15323635,"(2, 3)"
mp-11659,BaTi(BO3)2,Ti,148,R-3,12.500872409967428,rhombohedral,6.325423615478492,6.325423615478492,6.325424418804244,47.29423992375617,47.29423992375617,47.29423390840836,1.972,32,2.715,1.54,6.82812,0.075545,"(4,)"
mp-1178760,W2O7,W,227,Fd-3m,15.631576159519504,cubic,7.355238470875163,7.355238470875163,7.355238470875163,59.99999999999999,59.99999999999999,59.99999999999999,1.938,128,3.1999999999999997,2.36,7.86403,0.81650082,"(4, 6)"
mp-11794,AlAgO2,Ag,33,Pna2_1,13.206096707790993,orthorhombic,5.476474,5.486282,7.03259,90.0,90.0,90.0,2.43875,128,2.605,1.93,7.576234,1.304473,"(1,)"
mp-1180203,MoO4,Mo,2,P-1,16.99138080370062,triclinic,7.729631290831795,6.690173554145588,3.773688372695736,105.25675026867734,88.30405245689128,114.98049057986732,1.936,64,3.184,2.16,7.09243,0.747238,"(4, 6)"
mp-1180540,LiSc(SiO3)2,Sc,14,P2_1/c,11.370114156670727,monoclinic,9.047724,5.407885999999999,9.49825022076898,78.13104350860552,90.0,90.0,2.07125,128,2.678,1.36,6.56149,0.17938023,"(3,)"
mp-1188169,LiFe(GeO3)2,Fe,15,C2/c,11.31446401790057,monoclinic,5.5246765346117295,6.67271248537468,6.6727130987198375,79.671849848891,74.2063001486796,74.20629865656227,1.9775,64,2.747,1.83,7.9024681,0.15323635,"(2, 3)"
mp-1190186,ZrO2,Zr,61,Pbca,11.30194343757163,orthorhombic,5.09812992,5.2714405,10.09309041,90.0,90.0,90.0,2.129,256,2.736666666666667,1.33,6.634126,0.433289,"(4,)"
mp-1190246,Ir2Pb2O7,Ir,227,Fd-3m,12.407003706461802,cubic,7.281176021760869,7.281176021760869,7.281176021760869,59.99999999999999,59.99999999999999,59.99999999999999,2.0,128,3.0127272727272727,2.2,8.96702,1.56405712,"(3, 4)"
mp-1190404,Sr3LiNbO6,Nb,167,R-3c,14.58952569622644,rhombohedral,6.85444358677413,6.85444358677413,6.85444360349117,92.66129521877706,92.66129521877706,92.66129773961018,2.034,64,2.37,1.6,6.75885,0.917407,"(5,)"
mp-1190486,Sr3LiTaO6,Ta,167,R-3c,14.525844422313906,rhombohedral,6.8446283214740005,6.8446283214740005,6.844628566006485,92.69063893071132,92.69063893071132,92.69063316607732,2.018,64,2.360909090909091,1.5,7.549571,0.32885923,"(5,)"
mp-1190635,Na2OsO4,Os,189,P-62m,11.731528241683012,hexagonal,9.472846784375836,9.472893572676938,3.1702379300000008,89.99999936679389,90.00000250457084,120.00269059612012,1.90925,96,2.545714285714286,2.2,8.43823,1.07766124,"(4,)"
mp-1191317,Sr2CoGe2O7,Co,113,P-42_1m,15.344663270471273,tetragonal,5.395267000963529,8.26178500288975,8.261935003737442,89.99713584774747,89.99806964825731,89.99902601991822,1.977,64,2.6566666666666663,1.88,7.88101,0.66225547,"(2, 3)"
mp-1191677,CoBr2(N3O)2,Co,15,C2/c,19.424332965888816,monoclinic,6.629186038828748,6.629186038828748,10.56962669583524,75.70889070408508,75.70889070408508,97.31494999760037,1.79725,56,2.9927272727272727,1.88,7.88101,0.66225547,"(2, 3)"
mp-1192030,CoH2Cl2O,Co,62,Pnma,15.179117944078548,orthorhombic,3.574660020857928,8.880911034407506,11.475339030719311,89.9980498476931,90.00804419200301,89.9903008815596,2.372125,236,2.673333333333334,1.88,7.88101,0.66225547,"(2, 3)"
mp-1192289,MnH2Cl2O,Mn,62,Pnma,16.72518405445013,orthorhombic,3.770334000003315,9.104612000369317,11.693402000472105,89.99897438671142,90.00014947994109,89.9999937076342,2.476,236,2.618333333333333,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1192632,HgSO5,Hg,62,Pnma,15.76304381610952,orthorhombic,5.707008,8.717878,8.871128,90.0,90.0,90.0,2.35475,128,3.1114285714285717,2.0,10.437504,-0.52,"(1, 2)"
mp-1192859,NaFePO4,Fe,62,Pnma,12.158948388131575,orthorhombic,5.193996000019253,6.336040000030698,10.345096000013582,90.0001790436214,89.9999502452078,90.00030816445302,2.06675,128,2.672857142857143,1.83,7.9024681,0.15323635,"(2, 3)"
mp-1193774,MnPCO4,Mn,33,Pna2_1,18.07736626559729,orthorhombic,5.206239,7.336203,13.252498,90.0,90.0,90.0,2.1687499999999997,128,2.8642857142857143,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1194354,K3Ti4Si3O20,Ti,215,P-43m,16.047310789948963,cubic,7.837445,7.837445,7.837445,90.0,90.0,90.0,1.92325,128,2.7706666666666666,1.54,6.82812,0.075545,"(4,)"
mp-1194448,Cs2MoS3O,Mo,62,Pnma,33.85454515301356,orthorhombic,7.602885,10.0545,12.400412,90.0,90.0,90.0,2.1115,224,2.1314285714285712,2.16,7.09243,0.747238,"(4, 6)"
mp-1194561,NaSc(SeO3)2,Sc,62,Pnma,15.049529301443036,orthorhombic,5.571989,8.291117,13.030456,90.0,90.0,90.0,2.11575,128,2.803,1.36,6.56149,0.17938023,"(3,)"
mp-1194849,Na3MoO4F,Mo,62,Pnma,15.621517348435988,orthorhombic,5.664707,7.612018,13.042128,90.0,90.0,90.0,1.79875,128,2.5211111111111113,2.16,7.09243,0.747238,"(4, 6)"
mp-1195873,KVOF3,V,62,Pnma,15.815886533990954,orthorhombic,7.359836,7.681374,13.428507,90.0,90.0,90.0,1.889,280,2.9716666666666662,1.63,6.746187,0.527662,"(5,)"
mp-1196792,FePO6,Fe,14,P2_1/c,15.642554460889077,monoclinic,9.599622,5.463132,10.84067499366234,61.69689170157885,90.0,90.0,1.8885,128,3.0825,1.83,7.9024681,0.15323635,"(2, 3)"
mp-1197244,V3Pb5O12F,V,176,P6_3/m,16.255448559312043,hexagonal,10.379860478283366,10.379860478283366,7.317026,90.0,90.0,120.0000030484969,1.748,192,2.9428571428571426,1.63,6.746187,0.527662,"(5,)"
mp-1197728,Fe2B(PO4)3,Fe,176,P6_3/m,11.937095762306352,hexagonal,8.127039915499923,8.127039915499923,7.512868,90.0,90.0,119.99999931211364,1.9965,128,2.9749999999999996,1.83,7.9024681,0.15323635,"(2, 3)"
mp-1197783,ReBi3O8,Re,199,I2_13,15.839401237303507,cubic,9.95865367495236,9.95865367495236,9.95865367495236,109.47122063449068,109.47122063449068,109.47122063449068,1.73975,128,2.956666666666667,1.9,7.83352,0.06039664,"(4,)"
mp-1197857,WO3,W,2,P-1,13.477030815374336,triclinic,7.388855109596544,7.544263648886077,7.738255260817099,88.87619405524022,89.732690015936,89.7314390344825,1.849,256,3.17,2.36,7.86403,0.81650082,"(4, 6)"
mp-1198730,MoBr5N2O,Mo,62,Pnma,32.13150239148305,orthorhombic,7.214418,10.50928,15.256653,90.0,90.0,90.0,2.2745,452,2.942222222222222,2.16,7.09243,0.747238,"(4, 6)"
mp-1200136,TiP2O7,Ti,205,Pa-3,13.447495843848603,cubic,8.13268223,8.13268223,8.13268223,90.0,90.0,90.0,1.928,128,3.0,1.54,6.82812,0.075545,"(4,)"
mp-1200529,CuAsPbO5,Cu,19,P2_12_12_1,14.34970407704799,orthorhombic,6.049413,8.473073,8.958571,90.0,90.0,90.0,1.8765,128,2.95125,1.9,7.72638,1.235784,"(2,)"
mp-1201709,FeN2Cl5O,Fe,62,Pnma,23.588913384808155,orthorhombic,6.902803,7.431318,16.554616,90.0,90.0,90.0,2.18025,236,3.016666666666667,1.83,7.9024681,0.15323635,"(2, 3)"
mp-1202031,CsMnH4Cl3O2,Mn,54,Pcca,17.048053215989317,orthorhombic,7.28662763,9.01038164,11.4250394,90.0,90.0,90.0,2.358,200,2.5,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1202595,Ca5V3ClO12,V,176,P6_3/m,14.344995742636767,hexagonal,10.193007405883296,10.193007403384833,6.69598377,90.0,90.0,119.99999756352628,1.7185,192,2.587142857142857,1.63,6.746187,0.527662,"(5,)"
mp-1204197,Ba5Mn3O12F,Mn,176,P6_3/m,17.74212319703806,hexagonal,10.516151322717452,10.516151322717452,7.780555,90.0,90.0,119.99999573906348,1.7175,192,2.5885714285714285,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1205312,Ca2MnO4,Mn,139,I4/mmm,11.959311182578684,tetragonal,5.304305000007541,5.304300000008389,12.478666987574474,77.72920245878154,77.7291778189951,90.00017282804973,1.875,128,2.472857142857143,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1205364,CaTiO3,Ti,63,Cmcm,11.251449585587958,orthorhombic,5.411361367000652,5.411361367000652,7.68509595,90.0,90.0,90.60100906523412,1.952,128,2.572,1.54,6.82812,0.075545,"(4,)"
mp-1214138,Ca5V3O13,V,173,P6_3,14.38829911405634,hexagonal,10.01547270763652,10.01547270763652,6.956411,90.0,90.0,120.00000467445282,1.7405,192,2.6004761904761904,1.63,6.746187,0.527662,"(5,)"
mp-1215,Ti2O,Ti,164,P-3m1,12.14818704269804,hexagonal,2.95407944,2.954079191288435,4.82233863,90.0,90.0,119.99998038910076,2.3636666666666666,60,2.1733333333333333,1.54,6.82812,0.075545,"(4,)"
mp-1218206,SrMnO3,Mn,186,P6_3mc,12.285041303558083,hexagonal,5.525516671154652,5.525516671154652,9.29245,90.0,90.0,120.00000803603284,1.916,128,2.564,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1229124,Ag3AsO4,Ag,161,R3c,14.479741029904886,rhombohedral,6.141787513626935,6.141787513626935,6.141786620989447,89.86669459292749,89.86669459292749,89.86668280495157,2.3825000000000003,192,2.71625,1.93,7.576234,1.304473,"(1,)"
mp-1229128,Ag3PO4,Ag,161,R3c,13.62473561264687,rhombohedral,6.018509720456824,6.018509720456824,6.018510442669787,89.69095888563281,89.69095888563281,89.69096050242453,2.404,192,2.7175,1.93,7.576234,1.304473,"(1,)"
mp-1237229,ReO3,Re,204,Im-3,13.454062005144705,cubic,6.539307594502877,6.539307594502877,6.539307594502877,109.47122063449068,109.47122063449068,109.47122063449068,1.897,128,3.055,1.9,7.83352,0.06039664,"(4,)"
mp-1278892,Mn2Bi3O7,Mn,4,P2_1,14.591316269315662,monoclinic,5.824689071884696,5.850561734432258,10.635035431983336,104.92461694712118,90.00853854238501,89.98232067913757,2.0798125,128,2.7699999999999996,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-1283030,FeO,Fe,2,P-1,10.72857988866486,triclinic,3.157207305897096,5.350917755814043,5.360079921615442,108.44215940312095,91.08669241897373,91.6599175586851,2.176375,128,2.635,1.83,7.9024681,0.15323635,"(2, 3)"
mp-1285,PtO2,Pt,58,Pnnm,10.79006862125379,orthorhombic,3.15683565,4.54716258,4.51006709,90.0,90.0,90.0,2.0134999999999996,64,3.0533333333333332,2.28,8.95883,2.125105,"(2, 4)"
mp-1287184,VO,V,12,C2/m,9.93416572059243,monoclinic,3.127847570179209,5.030745410494098,5.319868958988521,96.34820704229892,72.90299510160578,89.9901149312024,2.15225,128,2.535,1.63,6.746187,0.527662,"(5,)"
mp-13108,SrHfO3,Hf,99,P4mm,14.201696747569835,tetragonal,4.138109,4.138109,4.146736,90.0,90.0,90.0,2.4297500000000003,62,2.514,1.3,6.82507,0.17807,"(4,)"
mp-1336,PdO,Pd,131,P4_2/mmc,12.52106838034684,tetragonal,3.05360411,3.05360411,5.37125679,90.0,90.0,90.0,2.3156,124,2.8200000000000003,2.2,8.336839,0.5621412,"(2, 4)"
mp-1439,TiO2,Ti,60,Pbcn,10.263739587873587,orthorhombic,4.54534955,4.90919686,5.51961944,90.0,90.0,90.0,1.917,128,2.806666666666666,1.54,6.82812,0.075545,"(4,)"
mp-14526,Na4Hf2(GeO4)3,Hf,167,R-3c,13.591209521489326,rhombohedral,9.189288289483256,9.189288289483256,9.189287991750708,61.8010791632149,61.8010791632149,61.801084535378806,2.0387500000000003,128,2.553809523809524,1.3,6.82507,0.17807,"(4,)"
mp-15170,Lu2Sn2O7,Lu,227,Fd-3m,12.292703238117353,cubic,7.25874754218472,7.25874754218472,7.25874754218472,60.00000000000001,60.00000000000001,60.00000000000001,2.3295,128,2.7763636363636364,1.27,5.425871,0.23887,"(3,)"
mp-1604,Pt3O4,Pt,223,Pm-3n,12.5618287597965,cubic,5.60264674000007,5.602676250000064,5.602632510000024,89.99999365954463,90.00000838578596,89.99998384208462,1.981,192,2.942857142857143,2.28,8.95883,2.125105,"(2, 4)"
mp-16136,Sr3TaGa3(SiO7)2,Ta,150,P321,13.667738494551886,hexagonal,8.412194254989895,8.412194254989895,5.129503,90.0,90.0,120.00000200542156,2.004,32,2.6843478260869564,1.5,7.549571,0.32885923,"(5,)"
mp-16383,Na3Cr2(AsO4)3,Cr,230,Ia-3d,11.74916151070556,cubic,10.688241314343676,10.688241314343676,10.688241314343676,109.47122063449068,109.47122063449068,109.47122063449068,2.008,256,2.6965,1.66,6.76651,0.67592827,"(3, 6)"
mp-17071,Rb2CrO4,Cr,62,Pnma,18.478348586674095,orthorhombic,6.04461725,7.99610455,10.70468561,90.0,90.0,90.0,1.64925,128,2.437142857142857,1.66,6.76651,0.67592827,"(3, 6)"
mp-1716,Rh2O3,Rh,60,Pbcn,10.171621922964558,orthorhombic,5.18839384,5.39035465,7.27394361,90.0,90.0,90.0,2.03675,256,2.976,2.28,7.4589,1.142892,"(3,)"
mp-17392,Sr2ZnGe2O7,Zn,113,P-42_1m,15.345265162123477,tetragonal,8.257759,8.257759,5.400839,90.0,90.0,90.0,1.977,64,2.6374999999999997,1.65,9.394197,-0.62,"(2,)"
mp-17599,CaCu3(GeO3)4,Cu,204,Im-3,9.824414744670102,cubic,6.343362418693415,6.343362418693415,6.343362418693415,109.47122063449068,109.47122063449068,109.47122063449068,1.982,96,2.8009999999999997,1.9,7.72638,1.235784,"(2,)"
mp-17715,SrTa2O6,Ta,62,Pnma,13.236701908169248,orthorhombic,5.63450966,7.6422105,11.06642043,90.0,90.0,90.0,1.95225,256,2.732222222222222,1.5,7.549571,0.32885923,"(5,)"
mp-18160,Cs2SrV4O12,V,123,P4/mmm,19.56351732197372,tetragonal,8.069728,8.069728,5.707984,90.0,90.0,90.0,1.75,128,2.6489473684210525,1.63,6.746187,0.527662,"(5,)"
mp-18190,CaCu3(SnO3)4,Cu,204,Im-3,11.712400347093336,cubic,6.726140451013716,6.726140451013716,6.726140451013716,109.47122063449068,109.47122063449068,109.47122063449068,1.9950000000000003,96,2.791,1.9,7.72638,1.235784,"(2,)"
mp-1840,TiO2,Ti,61,Pbca,10.7685842823969,orthorhombic,5.14911908,5.45912219,9.1942033,90.0,90.0,90.0,1.9305,256,2.806666666666666,1.54,6.82812,0.075545,"(4,)"
mp-18640,LiTi2(PO4)3,Ti,167,R-3c,12.56901707913912,rhombohedral,8.611944110403527,8.611944110403527,8.611943902355437,60.08291598206923,60.08291598206923,60.0829084036388,1.935,128,2.883888888888889,1.54,6.82812,0.075545,"(4,)"
mp-18727,LiCr(SiO3)2,Cr,15,C2/c,10.66133001252658,monoclinic,6.542793042046569,6.541875858276508,10.710765711527724,74.76364962955884,74.80663330533135,83.68809986249059,1.9986875,128,2.7079999999999997,1.66,6.76651,0.67592827,"(3, 6)"
mp-18728,NaFe2O3,Fe,164,P-3m1,10.970432763186148,hexagonal,3.112212299677032,3.112212299677032,7.847042,90.0,90.0,120.00000637053988,2.581285714285714,106,2.485,1.83,7.9024681,0.15323635,"(2, 3)"
mp-18749,NiSO4,Ni,63,Cmcm,10.558450774369636,orthorhombic,4.695251819994539,4.695251200646078,6.26525632,90.0,90.0,113.461402288028,2.0485,64,3.0416666666666665,1.91,7.639878,1.1571612,"(2,)"
mp-18753,Na3Mo(OF)3,Mo,146,R3,12.977639492532337,rhombohedral,5.806146134245456,5.8061459472969625,5.806146056635338,57.292518268899144,57.29251841965594,57.292514897064414,1.8435,33,2.721,2.16,7.09243,0.747238,"(4, 6)"
mp-18762,Na4CoO3,Co,9,Cc,14.299525705184324,monoclinic,6.13999912132604,6.13999912132604,8.099841589135787,68.76586590052747,68.76586590052747,55.177517918095305,2.1285,70,1.99,1.88,7.88101,0.66225547,"(2, 3)"
mp-18764,Ba2SrWO6,W,12,C2/m,16.522527617156832,monoclinic,6.115531943271083,6.115531943271083,6.214332984080029,60.30952835007629,60.30952835007629,60.09459647165517,1.9665,32,2.573,2.36,7.86403,0.81650082,"(4, 6)"
mp-18767,LiMnO2,Mn,59,Pmmn,9.208197689200254,orthorhombic,2.8067754500000004,4.603050630000004,5.701789770000006,90.00000455173215,90.00000253113858,89.99999999999994,2.227,54,2.3525,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18775,Fe3PO7,Fe,160,R3m,12.1725625416769,rhombohedral,5.252534191578385,5.252534191578385,5.252534141948056,101.94476388434306,101.94476388434306,101.94476699542888,1.9422500000000005,96,2.887272727272727,1.83,7.9024681,0.15323635,"(2, 3)"
mp-18779,Na2CrO4,Cr,63,Cmcm,13.420124406319871,orthorhombic,5.411427142594823,5.41142678196343,7.07400946,90.0,90.0,114.9093835800728,1.6475,64,2.468571428571429,1.66,6.76651,0.67592827,"(3, 6)"
mp-18780,K2WO4,W,12,C2/m,18.310769783758733,monoclinic,6.10050713,6.900539403074016,7.538141725856131,112.9477208047911,90.0,116.23354562564798,1.791,64,2.537142857142857,2.36,7.86403,0.81650082,"(4, 6)"
mp-18789,TlCo(CO)4,Co,198,P2_13,18.95875446279641,cubic,9.119197,9.119197,9.119197,90.0,90.0,90.0,1.75325,96,2.746,1.88,7.88101,0.66225547,"(2, 3)"
mp-18793,LiCrO2,Cr,166,R-3m,8.765910429901098,rhombohedral,5.041015471516702,5.041015652139572,5.041015687941245,33.66229926670487,33.66229528175286,33.66230395424459,2.3023333333333333,19,2.38,1.66,6.76651,0.67592827,"(3, 6)"
mp-18795,Mn3TeO6,Mn,148,R-3,12.090102909076505,rhombohedral,6.230274097032558,6.230273908526163,6.23027315634423,90.5543772028124,90.55438943683131,90.5543812145632,2.156,192,2.739,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18798,Sr2Mn2O5,Mn,55,Pbam,12.67881166700132,orthorhombic,3.801361280000037,5.526591070008959,10.863120030016852,89.99979620743194,89.99999186918882,89.99998647865657,1.950125,128,2.466666666666667,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18800,Cr2SiO4,Cr,70,Fddd,11.180926286570363,orthorhombic,5.654505915653218,5.686534667934844,6.283146593653619,77.07504539296625,116.742665394767,119.81964561246735,2.0643125,128,2.7114285714285713,1.66,6.76651,0.67592827,"(3, 6)"
mp-18803,Na2WO4,W,227,Fd-3m,13.34550706008065,cubic,6.416911321916655,6.416911321916655,6.416911321916655,59.99999999999999,59.99999999999999,59.99999999999999,1.794,64,2.5685714285714285,2.36,7.86403,0.81650082,"(4, 6)"
mp-18815,KVO3,V,57,Pbcm,15.663597847771673,orthorhombic,5.1974608,5.65515664,10.65824401,90.0,90.0,90.0,1.7305,128,2.554,1.63,6.746187,0.527662,"(5,)"
